current_url,final_destination,content_parity,redirect_code,canonical,indexability,owner,status,notes
"https://winterparkdental.com/","https://winterparkdental.com/","preserve",200,"https://winterparkdental.com/","index,follow","SEO/migration","provisional-baseline","Current public domain retained while the practice/legal domain decision is blocked; no domain move executed."
"https://winterparkdental.com/about-us/","https://winterparkdental.com/about.html","mapped-about",301,"https://winterparkdental.com/about.html","redirect","SEO/migration","candidate-one-to-one-301","Equivalent redesign about page; confirm final content and practice relationship before deployment."
"https://winterparkdental.com/about-us/meet-dr-mainak-patel/","https://winterparkdental.com/about.html#dr-patel","mapped-provider-section",301,"https://winterparkdental.com/about.html","redirect","Practice/clinical","candidate-one-to-one-301","Target is the visible provider section; provider credentials, media, and named approval remain pending."
"https://winterparkdental.com/about-us/meet-our-team/","https://winterparkdental.com/about.html#team","mapped-team-section",301,"https://winterparkdental.com/about.html","redirect","Practice/content","candidate-one-to-one-301","Target retains the team section; authentic portraits and role approvals remain pending."
"https://winterparkdental.com/about-us/our-technologies/","https://winterparkdental.com/technology/","mapped-technology",301,"https://winterparkdental.com/technology/","redirect","Practice/clinical","candidate-one-to-one-301","CEREC context is retained; other device/workflow claims remain gated."
"https://winterparkdental.com/dental-services/","https://winterparkdental.com/services.html","mapped-service-hub",301,"https://winterparkdental.com/services.html","redirect","SEO/migration","candidate-one-to-one-301","Equivalent service discovery hub; current source crawl and service parity signoff remain required."
"https://winterparkdental.com/dental-services/restorative-dentistry/","https://winterparkdental.com/services/restorative-dentistry/","mapped-service-category",301,"https://winterparkdental.com/services/restorative-dentistry/","redirect","SEO/migration","candidate-one-to-one-301","One-to-one restorative category mapping."
"https://winterparkdental.com/dental-services/restorative-dentistry/dental-implants-winter-park-fl/","https://winterparkdental.com/services/dental-implants/","mapped-service-detail",301,"https://winterparkdental.com/services/dental-implants/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one dental implant mapping; preserve approved content and internal links."
"https://winterparkdental.com/dental-services/restorative-dentistry/dentures-winter-park-fl/","https://winterparkdental.com/services/dentures/","mapped-service-detail",301,"https://winterparkdental.com/services/dentures/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one dentures mapping."
"https://winterparkdental.com/dental-services/restorative-dentistry/cerec-same-day-dental-crowns-winter-park-fl/","https://winterparkdental.com/services/same-day-crowns/","mapped-service-detail",301,"https://winterparkdental.com/services/same-day-crowns/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one same-day CEREC crowns mapping."
"https://winterparkdental.com/dental-services/restorative-dentistry/root-canals-winter-park-fl/","https://winterparkdental.com/services/root-canal-therapy/","mapped-service-detail",301,"https://winterparkdental.com/services/root-canal-therapy/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one root-canal mapping; preserve phone-first pain routing."
"https://winterparkdental.com/dental-services/cosmetic-dentistry/","https://winterparkdental.com/services/cosmetic-dentistry/","mapped-service-category",301,"https://winterparkdental.com/services/cosmetic-dentistry/","redirect","SEO/migration","candidate-one-to-one-301","One-to-one cosmetic category mapping."
"https://winterparkdental.com/dental-services/cosmetic-dentistry/dental-veneers-winter-park-fl/","https://winterparkdental.com/services/porcelain-veneers/","mapped-service-detail",301,"https://winterparkdental.com/services/porcelain-veneers/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one veneers mapping; confirm wording and asset rights."
"https://winterparkdental.com/dental-services/cosmetic-dentistry/teeth-whitening-winter-park-fl/","https://winterparkdental.com/dental-services/cosmetic-dentistry/teeth-whitening-winter-park-fl/","blocked-clinical-parity","200-hold","https://winterparkdental.com/dental-services/cosmetic-dentistry/teeth-whitening-winter-park-fl/","indexable-current;replacement-blocked","Practice/clinical","blocked-clinical-parity","Current source URL observed; redesign teeth-whitening route remains disabled. Preserve or map only after approved equivalent exists."
"https://winterparkdental.com/dental-services/preventive-care-cleanings/","https://winterparkdental.com/services/preventive-care/","mapped-service-detail",301,"https://winterparkdental.com/services/preventive-care/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one preventive-care mapping."
"https://winterparkdental.com/dental-services/invisalign/","https://winterparkdental.com/services/invisalign/","mapped-service-detail",301,"https://winterparkdental.com/services/invisalign/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one Invisalign mapping."
"https://winterparkdental.com/dental-services/oral-surgery/","https://winterparkdental.com/services/oral-surgery/","mapped-service-detail",301,"https://winterparkdental.com/services/oral-surgery/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one oral-surgery mapping."
"https://winterparkdental.com/dental-services/sedation-dentistry/","https://winterparkdental.com/services/sedation-dentistry/","mapped-service-detail",301,"https://winterparkdental.com/services/sedation-dentistry/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one sedation mapping; confirm clinical scope and aftercare."
"https://winterparkdental.com/dental-services/tmj-treatment-winter-park-fl/","https://winterparkdental.com/services/tmj-treatment/","mapped-service-detail",301,"https://winterparkdental.com/services/tmj-treatment/","redirect","SEO/clinical","candidate-one-to-one-301","One-to-one TMJ mapping; confirm diagnosis and treatment boundary."
"https://winterparkdental.com/dental-services/sleep-apnea-treatment-winter-park-fl/","https://winterparkdental.com/dental-services/sleep-apnea-treatment-winter-park-fl/","blocked-clinical-parity","200-hold","https://winterparkdental.com/dental-services/sleep-apnea-treatment-winter-park-fl/","indexable-current;replacement-blocked","Practice/clinical","blocked-clinical-parity","Current source URL observed; redesign sleep/snoring route remains disabled pending protocol and physician-coordination review."
"https://winterparkdental.com/new-patients/","https://winterparkdental.com/new-patients.html","mapped-new-patient-hub",301,"https://winterparkdental.com/new-patients.html","redirect","SEO/migration","candidate-one-to-one-301","Equivalent hub; secure forms, offers, and financing destinations still require verification."
"https://winterparkdental.com/new-patients/insurance-financing/","https://winterparkdental.com/new-patients/insurance-financing/","preserve-source-until-verified",200-hold,"https://winterparkdental.com/new-patients/insurance-financing/","indexable-current;replacement-blocked","Practice/finance","blocked-destination-verification","Current path observed; redesign equivalent exists locally but production terms and lender/insurance facts require approval."
"https://winterparkdental.com/new-patients/special-offers/","https://winterparkdental.com/new-patients/special-offers/","preserve-source-until-verified",200-hold,"https://winterparkdental.com/new-patients/special-offers/","indexable-current;replacement-blocked","Practice/finance","blocked-offer-approval","Current path observed; redesign page is neutral until exact offer terms, eligibility, expiry, and source are approved."
"https://winterparkdental.com/patient-reviews/","https://winterparkdental.com/reviews.html","mapped-review-status",301,"https://winterparkdental.com/reviews.html","redirect","Practice/content","candidate-one-to-one-301","Target intentionally has no unsupported count, rating, quote, or review schema; source URL and approved review link remain pending."
"https://winterparkdental.com/contact-us/","https://winterparkdental.com/contact.html","mapped-contact",301,"https://winterparkdental.com/contact.html","redirect","SEO/conversion","candidate-one-to-one-301","Preserve NAP, hours, email, map, appointment path, and approved form handler."
"https://winterparkdental.com/terms-conditions/","https://winterparkdental.com/terms/","mapped-legal-placeholder",301,"https://winterparkdental.com/terms/","redirect","Practice/legal","candidate-one-to-one-301","Target remains noindex pending approved legal copy."
"https://winterparkdental.com/privacy-policy/","https://winterparkdental.com/privacy/","mapped-legal-placeholder",301,"https://winterparkdental.com/privacy/","redirect","Practice/legal","candidate-one-to-one-301","Target remains noindex pending approved legal copy."
"https://winterparkdental.com/accessibility-commitment/","https://winterparkdental.com/accessibility/","mapped-legal-placeholder",301,"https://winterparkdental.com/accessibility/","redirect","Practice/legal","candidate-one-to-one-301","Target remains noindex pending approved accessibility copy."
"https://winterparkdental.com/blog/","https://winterparkdental.com/blog/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/blog/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current index observed; exact sitemap/content export and analytics prioritization are blocked."
"https://winterparkdental.com/category/blog/","https://winterparkdental.com/category/blog/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/blog/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current category URL observed in search; no thin category replacement should be published."
"https://winterparkdental.com/category/blog/page/2/","https://winterparkdental.com/category/blog/page/2/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/blog/page/2/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current pagination URL observed in search; crawl and pagination intent require verification."
"https://winterparkdental.com/category/oral-health/","https://winterparkdental.com/category/oral-health/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/oral-health/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current category URL observed; retain only if useful and supported by source content."
"https://winterparkdental.com/category/oral-care/","https://winterparkdental.com/category/oral-care/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/oral-care/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current category URL observed; retain only if useful and supported by source content."
"https://winterparkdental.com/category/orthodontic/","https://winterparkdental.com/category/orthodontic/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/orthodontic/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current category URL observed; retain only if useful and supported by source content."
"https://winterparkdental.com/category/cosmetic-dentistry/","https://winterparkdental.com/category/cosmetic-dentistry/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/cosmetic-dentistry/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current category URL observed; retain only if useful and supported by source content."
"https://winterparkdental.com/category/dental-crowns/","https://winterparkdental.com/category/dental-crowns/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/dental-crowns/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current category URL observed in live blog DOM; crawl and content parity remain pending."
"https://winterparkdental.com/category/uncategorized/","https://winterparkdental.com/category/uncategorized/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/uncategorized/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current category URL observed in live blog DOM; do not recreate as a thin doorway page."
"https://winterparkdental.com/category/invisalign/","https://winterparkdental.com/category/invisalign/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/invisalign/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current category URL observed in live blog DOM; crawl and content parity remain pending."
"https://winterparkdental.com/category/dental-implants/","https://winterparkdental.com/category/dental-implants/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/category/dental-implants/","indexable-current;replacement-blocked","Content/SEO","blocked-blog-crawl","Current category URL observed in live blog DOM; crawl and content parity remain pending."
"https://winterparkdental.com/how-dental-implants-help-preserve-jawbone-health/","https://winterparkdental.com/how-dental-implants-help-preserve-jawbone-health/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/how-dental-implants-help-preserve-jawbone-health/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-07-26; author, review status, body, links, images, rights, and analytics still require capture."
"https://winterparkdental.com/do-veneers-look-natural-what-you-need-to-know/","https://winterparkdental.com/do-veneers-look-natural-what-you-need-to-know/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/do-veneers-look-natural-what-you-need-to-know/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-07-24; author, review status, body, links, images, rights, and analytics still require capture."
"https://winterparkdental.com/everything-you-need-to-know-about-same-day-dental-crowns/","https://winterparkdental.com/everything-you-need-to-know-about-same-day-dental-crowns/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/everything-you-need-to-know-about-same-day-dental-crowns/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-06-29; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/7-signs-you-may-need-tmj-treatment/","https://winterparkdental.com/7-signs-you-may-need-tmj-treatment/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/7-signs-you-may-need-tmj-treatment/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-06-01; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/how-does-opalescence-teeth-whitening-work/","https://winterparkdental.com/how-does-opalescence-teeth-whitening-work/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/how-does-opalescence-teeth-whitening-work/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-05-22; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/veneers-vs-teeth-whitening-which-is-better/","https://winterparkdental.com/veneers-vs-teeth-whitening-which-is-better/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/veneers-vs-teeth-whitening-which-is-better/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-05-10; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/how-to-maintain-your-teeth-whitening-results-for-a-brighter-smile/","https://winterparkdental.com/how-to-maintain-your-teeth-whitening-results-for-a-brighter-smile/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/how-to-maintain-your-teeth-whitening-results-for-a-brighter-smile/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-04-15; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/veneers-vs-crowns-which-is-better-for-your-smile/","https://winterparkdental.com/veneers-vs-crowns-which-is-better-for-your-smile/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/veneers-vs-crowns-which-is-better-for-your-smile/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-04-01; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/invisalign-vs-braces-which-is-better-for-you/","https://winterparkdental.com/invisalign-vs-braces-which-is-better-for-you/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/invisalign-vs-braces-which-is-better-for-you/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-03-18; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/can-a-crowned-tooth-still-get-cavities-what-you-need-to-know/","https://winterparkdental.com/can-a-crowned-tooth-still-get-cavities-what-you-need-to-know/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/can-a-crowned-tooth-still-get-cavities-what-you-need-to-know/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-03-02; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/how-long-do-porcelain-veneers-last-what-you-should-know/","https://winterparkdental.com/how-long-do-porcelain-veneers-last-what-you-should-know/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/how-long-do-porcelain-veneers-last-what-you-should-know/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-02-18; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/straighten-your-teeth-discreetly-with-invisalign/","https://winterparkdental.com/straighten-your-teeth-discreetly-with-invisalign/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/straighten-your-teeth-discreetly-with-invisalign/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-02-04; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/what-happens-when-missing-teeth-are-left-untreated/","https://winterparkdental.com/what-happens-when-missing-teeth-are-left-untreated/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/what-happens-when-missing-teeth-are-left-untreated/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-01-26; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/making-dental-visits-stress-free-for-everyone/","https://winterparkdental.com/making-dental-visits-stress-free-for-everyone/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/making-dental-visits-stress-free-for-everyone/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2026-01-05; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/how-permanent-tooth-replacement-can-change-daily-comfort-and-confidence/","https://winterparkdental.com/how-permanent-tooth-replacement-can-change-daily-comfort-and-confidence/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/how-permanent-tooth-replacement-can-change-daily-comfort-and-confidence/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2025-12-16; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/common-questions-people-ask-before-choosing-a-dental-implant/","https://winterparkdental.com/common-questions-people-ask-before-choosing-a-dental-implant/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/common-questions-people-ask-before-choosing-a-dental-implant/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2025-12-11; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/why-bad-breath-might-be-telling-you-more-than-you-think/","https://winterparkdental.com/why-bad-breath-might-be-telling-you-more-than-you-think/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/why-bad-breath-might-be-telling-you-more-than-you-think/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2025-11-24; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/how-veneers-can-fix-chips-gaps-and-stains-without-major-work/","https://winterparkdental.com/how-veneers-can-fix-chips-gaps-and-stains-without-major-work/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/how-veneers-can-fix-chips-gaps-and-stains-without-major-work/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2025-11-11; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/restoring-confidence-how-dental-crowns-protect-your-teeth/","https://winterparkdental.com/restoring-confidence-how-dental-crowns-protect-your-teeth/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/restoring-confidence-how-dental-crowns-protect-your-teeth/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2025-10-31; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/steps-to-building-a-lasting-relationship-with-your-dentist/","https://winterparkdental.com/steps-to-building-a-lasting-relationship-with-your-dentist/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/steps-to-building-a-lasting-relationship-with-your-dentist/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2025-10-15; preserve source-backed clinical content and internal links."
"https://winterparkdental.com/how-to-manage-sensitivity-after-teeth-whitening/","https://winterparkdental.com/how-to-manage-sensitivity-after-teeth-whitening/","preserve-source-until-crawled",200-hold,"https://winterparkdental.com/how-to-manage-sensitivity-after-teeth-whitening/","indexable-current;replacement-blocked","Content/SEO","blocked-analytics-access","Current article observed; published date 2025-09-26; preserve source-backed clinical content and internal links."
